ABS000001;STU00001;MAT0032;1;3;16-04-0031;EXAMEN;0;2;21-11-2025
ABS000002;STU00001;MAT0010;1;3;16-03-0013;TD;1;1;21-11-2025
ABS000003;STU00001;MAT0005;1;3;15-04-0021;COURS;1;1;21-11-2025
ABS000004;STU00001;MAT0020;1;3;16-04-0018;TP;0;4;21-11-2025
ABS000005;STU00001;MAT0022;1;3;17-05-0023;TD;1;1;21-11-2025
ABS000006;STU00001;MAT0008;1;3;16-05-0033;TD;0;2;21-11-2025
ABS000007;STU00001;MAT0020;1;3;17-05-0014;TD;0;1;21-11-2025
ABS000008;STU00001;MAT0008;1;3;15-04-0029;COURS;0;4;21-11-2025
ABS000009;STU00001;MAT0013;1;3;15-04-0008;COURS;0;1;21-11-2025
ABS000010;STU00001;MAT0017;1;3;16-04-0010;COURS;0;1;21-11-2025
ABS000011;STU00001;MAT0008;1;3;16-03-0032;TD;1;2;21-11-2025
ABS000012;STU00001;MAT0023;1;3;16-03-0028;COURS;0;3;21-11-2025
ABS000013;STU00002;MAT0016;2;3;17-05-0031;COURS;0;1;21-11-2025
ABS000014;STU00002;MAT0013;2;3;16-05-0013;TP;0;1;21-11-2025
ABS000015;STU00002;MAT0014;2;3;17-05-0010;EXAMEN;1;2;21-11-2025
ABS000016;STU00002;MAT0007;2;3;15-04-0028;TD;1;4;21-11-2025
ABS000017;STU00003;MAT0021;3;3;17-03-0031;COURS;1;2;21-11-2025
ABS000018;STU00004;MAT0003;4;3;17-05-0030;COURS;0;1;21-11-2025
ABS000019;STU00004;MAT0030;4;3;15-04-0016;TP;1;4;21-11-2025
ABS000020;STU00004;MAT0027;4;3;16-03-0024;TP;1;4;21-11-2025
ABS000021;STU00004;MAT0005;4;3;17-03-0034;EXAMEN;1;3;21-11-2025
ABS000022;STU00004;MAT0032;4;3;17-03-0007;COURS;1;1;21-11-2025
ABS000023;STU00005;MAT0007;5;3;15-04-0029;TD;0;2;21-11-2025
ABS000024;STU00005;MAT0026;5;3;15-04-0013;COURS;0;4;21-11-2025
ABS000025;STU00005;MAT0018;5;3;17-05-0022;TP;1;4;21-11-2025
ABS000026;STU00005;MAT0026;5;3;16-04-0022;EXAMEN;1;2;21-11-2025
ABS000027;STU00005;MAT0008;5;3;16-04-0010;TP;1;2;21-11-2025
ABS000028;STU00005;MAT0002;5;3;17-05-0011;COURS;1;1;21-11-2025
ABS000029;STU00005;MAT0002;5;3;15-04-0028;TD;1;3;21-11-2025
ABS000030;STU00005;MAT0007;5;3;16-03-0016;COURS;1;4;21-11-2025
ABS000031;STU00005;MAT0019;5;3;15-04-0013;EXAMEN;1;3;21-11-2025
ABS000032;STU00005;MAT0035;5;3;16-05-0017;COURS;1;1;21-11-2025
ABS000033;STU00005;MAT0025;5;3;16-04-0010;EXAMEN;0;4;21-11-2025
ABS000034;STU00005;MAT0003;5;3;15-04-0021;COURS;0;3;21-11-2025
ABS000035;STU00005;MAT0032;5;3;16-05-0012;EXAMEN;0;4;21-11-2025
ABS000036;STU00005;MAT0008;5;3;16-04-0031;EXAMEN;1;4;21-11-2025
ABS000037;STU00006;MAT0017;6;3;17-03-0019;EXAMEN;1;4;21-11-2025
ABS000038;STU00006;MAT0023;6;3;16-05-0028;TP;0;1;21-11-2025
ABS000039;STU00007;MAT0002;7;3;15-04-0032;TP;1;4;21-11-2025
ABS000040;STU00007;MAT0027;7;3;16-04-0018;TP;0;2;21-11-2025
ABS000041;STU00007;MAT0020;7;3;17-03-0014;COURS;1;1;21-11-2025
ABS000042;STU00007;MAT0022;7;3;16-04-0010;TD;0;3;21-11-2025
ABS000043;STU00007;MAT0028;7;3;16-03-0021;EXAMEN;0;4;21-11-2025
ABS000044;STU00008;MAT0021;8;3;17-05-0019;COURS;1;1;21-11-2025
ABS000045;STU00009;MAT0022;9;3;16-05-0032;TD;1;3;21-11-2025
ABS000046;STU00009;MAT0032;9;3;15-04-0013;COURS;1;2;21-11-2025
ABS000047;STU00009;MAT0004;9;3;16-04-0015;TP;1;4;21-11-2025
ABS000048;STU00009;MAT0006;9;3;17-03-0026;COURS;1;3;21-11-2025
ABS000049;STU00009;MAT0034;9;3;16-03-0025;EXAMEN;1;3;21-11-2025
ABS000050;STU00009;MAT0020;9;3;17-03-0027;TP;1;3;21-11-2025
ABS000051;STU00010;MAT0012;10;3;16-05-0021;COURS;1;2;21-11-2025
ABS000052;STU00010;MAT0014;10;3;17-05-0022;EXAMEN;0;4;21-11-2025
ABS000053;STU00010;MAT0004;10;3;17-05-0030;TD;1;2;21-11-2025
ABS000054;STU00010;MAT0020;10;3;17-03-0011;EXAMEN;1;1;21-11-2025
ABS000055;STU00010;MAT0027;10;3;16-05-0013;TP;1;2;21-11-2025
ABS000056;STU00010;MAT0016;10;3;15-04-0028;EXAMEN;0;2;21-11-2025
ABS000057;STU00010;MAT0016;10;3;17-03-0007;TP;1;4;21-11-2025
ABS000058;STU00012;MAT0018;2;3;17-03-0015;TD;1;1;21-11-2025
ABS000059;STU00012;MAT0002;2;3;17-05-0022;COURS;1;1;21-11-2025
ABS000060;STU00012;MAT0020;2;3;16-04-0026;COURS;1;4;21-11-2025
ABS000061;STU00012;MAT0006;2;3;15-04-0028;EXAMEN;1;2;21-11-2025
ABS000062;STU00012;MAT0033;2;3;17-03-0010;COURS;1;3;21-11-2025
ABS000063;STU00012;MAT0016;2;3;15-04-0009;COURS;1;3;21-11-2025
ABS000064;STU00012;MAT0025;2;3;15-04-0033;TD;1;2;21-11-2025
ABS000065;STU00012;MAT0012;2;3;17-03-0010;TD;1;4;21-11-2025
ABS000066;STU00012;MAT0004;2;3;16-04-0015;EXAMEN;1;1;21-11-2025
ABS000067;STU00012;MAT0028;2;3;15-04-0024;EXAMEN;1;3;21-11-2025
ABS000068;STU00013;MAT0024;3;3;15-04-0029;TP;0;1;21-11-2025
ABS000069;STU00016;MAT0035;6;3;17-05-0010;TD;1;4;21-11-2025
ABS000070;STU00016;MAT0017;6;3;17-03-0019;TP;0;2;21-11-2025
ABS000071;STU00016;MAT0011;6;3;15-04-0013;EXAMEN;1;4;21-11-2025
ABS000072;STU00016;MAT0006;6;3;17-03-0015;EXAMEN;1;4;21-11-2025
ABS000073;STU00016;MAT0028;6;3;15-04-0029;COURS;1;3;21-11-2025
ABS000074;STU00017;MAT0021;7;3;16-05-0033;EXAMEN;1;1;21-11-2025
ABS000075;STU00017;MAT0012;7;3;17-05-0027;EXAMEN;1;2;21-11-2025
ABS000076;STU00017;MAT0013;7;3;17-03-0019;TP;0;1;21-11-2025
ABS000077;STU00017;MAT0016;7;3;16-03-0012;TD;1;4;21-11-2025
ABS000078;STU00017;MAT0031;7;3;15-04-0021;TD;0;3;21-11-2025
ABS000079;STU00017;MAT0006;7;3;15-04-0013;EXAMEN;1;4;21-11-2025
ABS000080;STU00017;MAT0015;7;3;15-04-0033;COURS;1;2;21-11-2025
ABS000081;STU00020;MAT0024;10;3;16-03-0009;TD;1;1;21-11-2025
ABS000082;STU00020;MAT0034;10;3;16-03-0029;EXAMEN;1;4;21-11-2025
ABS000083;STU00020;MAT0008;10;3;17-05-0022;TD;1;2;21-11-2025
ABS000084;STU00020;MAT0032;10;3;15-04-0016;EXAMEN;0;2;21-11-2025
ABS000085;STU00020;MAT0019;10;3;16-05-0013;TD;1;4;21-11-2025
ABS000086;STU00021;MAT0029;1;3;17-03-0026;TD;1;4;21-11-2025
ABS000087;STU00021;MAT0031;1;3;17-03-0007;TD;1;4;21-11-2025
ABS000088;STU00021;MAT0025;1;3;16-05-0013;EXAMEN;1;3;21-11-2025
ABS000089;STU00021;MAT0004;1;3;17-03-0010;COURS;0;2;21-11-2025
ABS000090;STU00021;MAT0003;1;3;16-04-0018;COURS;0;4;21-11-2025
ABS000091;STU00022;MAT0003;2;3;16-03-0024;TD;0;4;21-11-2025
ABS000092;STU00022;MAT0009;2;3;15-04-0021;COURS;0;4;21-11-2025
ABS000093;STU00022;MAT0008;2;3;17-03-0015;TP;0;2;21-11-2025
ABS000094;STU00022;MAT0018;2;3;16-04-0034;TP;1;3;21-11-2025
ABS000095;STU00022;MAT0017;2;3;16-04-0026;TP;1;2;21-11-2025
ABS000096;STU00024;MAT0013;4;3;15-04-0008;TD;0;2;21-11-2025
ABS000097;STU00024;MAT0017;4;3;17-03-0022;TD;1;4;21-11-2025
ABS000098;STU00025;MAT0023;5;3;16-03-0021;EXAMEN;1;1;21-11-2025
ABS000099;STU00025;MAT0010;5;3;17-05-0034;COURS;0;2;21-11-2025
ABS000100;STU00025;MAT0011;5;3;15-04-0012;TP;1;2;21-11-2025
ABS000101;STU00025;MAT0034;5;3;17-05-0007;TD;1;1;21-11-2025
ABS000102;STU00025;MAT0032;5;3;17-03-0031;COURS;1;1;21-11-2025
ABS000103;STU00025;MAT0008;5;3;15-04-0028;EXAMEN;1;1;21-11-2025
ABS000104;STU00025;MAT0002;5;3;16-04-0011;COURS;1;4;21-11-2025
ABS000105;STU00025;MAT0018;5;3;16-04-0027;COURS;0;1;21-11-2025
ABS000106;STU00025;MAT0029;5;3;17-05-0026;TP;1;2;21-11-2025
ABS000107;STU00025;MAT0004;5;3;17-03-0034;TP;0;1;21-11-2025
ABS000108;STU00025;MAT0025;5;3;16-05-0009;COURS;1;2;21-11-2025
ABS000109;STU00025;MAT0026;5;3;17-03-0031;COURS;0;2;21-11-2025
ABS000110;STU00025;MAT0026;5;3;17-03-0019;TP;1;2;21-11-2025
ABS000111;STU00025;MAT0032;5;3;16-03-0016;EXAMEN;1;3;21-11-2025
ABS000112;STU00025;MAT0009;5;3;17-05-0026;TP;1;3;21-11-2025
ABS000113;STU00026;MAT0028;6;3;16-04-0015;COURS;1;3;21-11-2025
ABS000114;STU00026;MAT0028;6;3;16-05-0012;EXAMEN;0;3;21-11-2025
ABS000115;STU00026;MAT0015;6;3;15-04-0028;TD;1;1;21-11-2025
ABS000116;STU00026;MAT0028;6;3;15-04-0021;COURS;1;4;21-11-2025
ABS000117;STU00026;MAT0009;6;3;16-04-0011;TP;1;4;21-11-2025
ABS000118;STU00026;MAT0004;6;3;15-04-0025;COURS;1;1;21-11-2025
ABS000119;STU00027;MAT0017;7;3;17-05-0030;TP;0;1;21-11-2025
ABS000120;STU00027;MAT0008;7;3;17-05-0007;EXAMEN;0;2;21-11-2025
ABS000121;STU00027;MAT0006;7;3;15-04-0008;EXAMEN;1;3;21-11-2025
ABS000122;STU00027;MAT0030;7;3;15-04-0025;EXAMEN;1;3;21-11-2025
ABS000123;STU00027;MAT0012;7;3;16-04-0034;TD;0;3;21-11-2025
ABS000124;STU00027;MAT0028;7;3;17-05-0010;COURS;0;1;21-11-2025
ABS000125;STU00028;MAT0026;8;3;15-04-0029;EXAMEN;0;3;21-11-2025
ABS000126;STU00028;MAT0026;8;3;16-05-0028;TP;0;2;21-11-2025
ABS000127;STU00028;MAT0008;8;3;16-03-0013;COURS;1;2;21-11-2025
ABS000128;STU00028;MAT0031;8;3;16-03-0013;TD;1;4;21-11-2025
ABS000129;STU00028;MAT0035;8;3;17-05-0034;TD;0;4;21-11-2025
ABS000130;STU00028;MAT0028;8;3;17-03-0022;COURS;0;2;21-11-2025
ABS000131;STU00028;MAT0029;8;3;16-05-0029;EXAMEN;1;4;21-11-2025
ABS000132;STU00028;MAT0013;8;3;17-05-0014;TP;1;4;21-11-2025
ABS000133;STU00028;;8;3;16-03-0017;COURS;1;4;21-11-2025
ABS000134;STU00028;MAT0032;8;3;16-04-0034;TP;0;4;21-11-2025
ABS000135;STU00028;MAT0032;8;3;16-04-0023;TD;1;1;21-11-2025
ABS000136;STU00028;MAT0021;8;3;15-04-0025;COURS;0;4;21-11-2025
ABS000137;STU00028;MAT0032;8;3;16-04-0010;TP;1;4;21-11-2025
ABS000138;STU00028;MAT0019;8;3;16-03-0012;TD;1;4;21-11-2025
ABS000139;STU00028;MAT0015;8;3;17-03-0023;TP;1;4;21-11-2025
ABS000140;STU00029;MAT0025;9;3;16-05-0029;EXAMEN;1;3;21-11-2025
ABS000141;STU00029;MAT0011;9;3;15-04-0032;TD;0;1;21-11-2025
ABS000142;STU00029;MAT0009;9;3;17-05-0022;TD;0;4;21-11-2025
ABS000143;STU00029;MAT0027;9;3;16-03-0032;EXAMEN;0;2;21-11-2025
ABS000144;STU00029;MAT0002;9;3;16-05-0008;TP;1;3;21-11-2025
ABS000145;STU00029;MAT0012;9;3;16-05-0012;COURS;1;3;21-11-2025
ABS000146;STU00029;MAT0015;9;3;16-04-0010;COURS;1;4;21-11-2025
ABS000147;STU00029;MAT0023;9;3;15-04-0017;COURS;1;3;21-11-2025
ABS000148;STU00029;MAT0033;9;3;17-03-0034;COURS;1;4;21-11-2025
ABS000149;STU00029;MAT0008;9;3;15-04-0033;COURS;1;1;21-11-2025
ABS000150;STU00029;MAT0033;9;3;16-05-0008;COURS;0;1;21-11-2025
ABS000151;STU00029;MAT0011;9;3;17-03-0018;TP;1;4;21-11-2025
ABS000152;STU00030;MAT0009;10;3;15-04-0033;COURS;1;4;21-11-2025
ABS000153;STU00030;;10;3;16-04-0031;TD;1;4;21-11-2025
ABS000154;STU00030;MAT0033;10;3;15-04-0016;TD;0;3;21-11-2025
ABS000155;STU00030;MAT0027;10;3;17-05-0031;TP;1;2;21-11-2025
ABS000156;STU00030;MAT0034;10;3;17-03-0031;EXAMEN;1;2;21-11-2025
ABS000157;STU00031;MAT0034;1;3;16-04-0034;TP;1;4;21-11-2025
ABS000158;STU00031;;1;3;17-03-0031;COURS;0;3;21-11-2025
ABS000159;STU00031;MAT0011;1;3;16-04-0031;EXAMEN;0;1;21-11-2025
ABS000160;STU00031;MAT0010;1;3;17-05-0027;COURS;1;3;21-11-2025
ABS000161;STU00031;MAT0020;1;3;16-04-0019;TP;1;1;21-11-2025
ABS000162;STU00031;MAT0010;1;3;16-04-0023;EXAMEN;1;2;21-11-2025
ABS000163;STU00032;MAT0023;2;3;16-05-0021;EXAMEN;1;3;21-11-2025
ABS000164;STU00032;MAT0035;2;3;16-03-0008;TP;1;2;21-11-2025
ABS000165;STU00034;MAT0011;4;3;16-05-0017;COURS;0;3;21-11-2025
ABS000166;STU00034;MAT0020;4;3;16-03-0033;EXAMEN;1;1;21-11-2025
ABS000167;STU00034;MAT0024;4;3;16-05-0008;TP;1;3;21-11-2025
ABS000168;STU00034;MAT0008;4;3;16-03-0008;EXAMEN;0;1;21-11-2025
ABS000169;STU00034;MAT0016;4;3;15-04-0017;TD;1;3;21-11-2025
ABS000170;STU00034;MAT0009;4;3;16-05-0032;EXAMEN;1;2;21-11-2025
ABS000171;STU00034;MAT0034;4;3;16-03-0017;TD;1;3;21-11-2025
ABS000172;STU00034;MAT0010;4;3;16-04-0010;EXAMEN;1;1;21-11-2025
ABS000173;STU00034;MAT0028;4;3;16-03-0008;TD;1;4;21-11-2025
ABS000174;STU00034;MAT0034;4;3;17-03-0018;EXAMEN;1;4;21-11-2025
ABS000175;STU00034;MAT0032;4;3;15-04-0025;EXAMEN;1;4;21-11-2025
ABS000176;STU00034;MAT0011;4;3;16-05-0020;TD;1;4;21-11-2025
ABS000177;STU00035;MAT0014;5;3;17-05-0010;EXAMEN;1;2;21-11-2025
ABS000178;STU00035;MAT0008;5;3;17-05-0018;EXAMEN;0;3;21-11-2025
ABS000179;STU00035;MAT0003;5;3;16-05-0016;TD;0;3;21-11-2025
ABS000180;STU00035;MAT0019;5;3;15-04-0016;EXAMEN;0;2;21-11-2025
ABS000181;STU00035;MAT0027;5;3;16-03-0032;COURS;1;3;21-11-2025
ABS000182;STU00035;MAT0012;5;3;15-04-0013;EXAMEN;0;3;21-11-2025
ABS000183;STU00035;MAT0003;5;3;17-03-0034;EXAMEN;1;3;21-11-2025
ABS000184;STU00036;MAT0009;6;3;15-04-0033;TD;1;4;21-11-2025
